,Species,Origin,,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers
832,Arabica,Brazil,,Natural / Dry,7.42,7.58,7.25,7.5,7.33,7.5,10,10,10,7.33,81.92,0.12,0,0
833,Arabica,Colombia,,,7.67,7.33,7.33,7.58,7.33,7.33,10,10,10,7.33,81.92,0.09,0,0
834,Arabica,Guatemala,,Washed / Wet,7.42,7.5,7.25,7.5,7.33,7.42,10,10,10,7.42,81.83,0.1,1,0
835,Arabica,Costa Rica,,Pulped natural / honey,7.25,7.33,7.5,7.33,7.67,7.42,10,10,10,7.33,81.83,0,1,0
836,Arabica,Brazil,,Natural / Dry,7.42,7.5,7.42,7.5,7.42,7.25,10,10,10,7.33,81.83,0.11,0,1
837,Arabica,Indonesia,,Other,7.75,7.83,7.58,7.75,7.92,7.83,10,10,10,5.17,81.83,0.11,0,1
838,Arabica,Guatemala,,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10,10,10,7.17,81.83,0.1,2,0
839,Arabica,Brazil,,Natural / Dry,7.17,7.58,6.83,7.5,7.75,7.25,10,10,10,7.75,81.83,0,0,0
840,Arabica,Brazil,,Natural / Dry,7.58,7,6.92,6.92,7.67,7.5,10,10,10,8.25,81.83,0,0,0
841,Arabica,Myanmar,,Washed / Wet,7.33,7.58,7.5,7.42,7.33,7.33,10,10,10,7.33,81.83,0,0,0
842,Arabica,Mexico,,Washed / Wet,7.58,7.5,7.33,7.5,7.17,7.33,10,10,10,7.42,81.83,0.11,0,0
843,Arabica,Honduras,,Washed / Wet,7.5,7.5,7.33,7.5,7.42,7.25,10,10,10,7.33,81.83,0.12,0,0
844,Arabica,Costa Rica,,Washed / Wet,7.67,7.5,7.5,7.25,7.08,7.42,10,10,10,7.42,81.83,0.09,0,0
845,Arabica,,,7.33,10,10,10,7.33,81.83,0,0,0,Green,0,"April 29th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
846,Arabica,Indonesia,,Other,7.42,7.42,7.42,7.33,7.42,7.42,10,10,10,7.42,81.83,0.11,2,0
847,Arabica,Malawi,,Washed / Wet,7.58,7.42,7.33,7.33,7.33,7.42,10,10,10,7.42,81.83,0.13,0,0
848,Arabica,Brazil,,Natural / Dry,7.33,7.58,7.25,7.17,7.83,7.33,10,10,10,7.33,81.83,0.11,0,0
849,Arabica,Honduras,,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10,10,10,7.5,81.83,0.1,0,0
850,Arabica,Mexico,,Washed / Wet,7.42,7.42,7.25,7.5,7.33,7.42,10,10,10,7.5,81.83,0.11,0,0
851,Arabica,Colombia,,Washed / Wet,7.5,7.5,7,7.42,7.5,7.58,10,10,10,7.33,81.83,0,2,0
852,Arabica,United States (Hawaii),,Natural / Dry,7.83,7.83,7.83,8,7.83,7.83,10,6.67,10,8,81.83,0,1,0
853,Arabica,Brazil,,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,81.83,0.12,0,0
854,Arabica,Guatemala,,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10,9.33,7.5,81.83,0.11,0,0
855,Arabica,Mexico,,Washed / Wet,7.83,7.33,7.25,7.58,7.25,7.33,10,10,10,7.25,81.83,0.12,0,0
856,Arabica,Mexico,,Semi-washed / Semi-pulped,7.33,7.33,7.25,7.5,7.5,7.5,10,10,10,7.42,81.83,0.12,0,0
857,Arabica,Brazil,,,7.33,7.67,7.25,7.5,7.5,7.25,10,10,10,7.33,81.83,0.02,0,0
858,Arabica,Colombia,,,7.58,7.5,7.17,7.58,7.33,7.33,10,10,10,7.33,81.83,0.05,0,0
859,Arabica,United States (Hawaii),,,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10,7.33,81.83,0.02,3,0
860,Arabica,Guatemala,,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.33,10,10,10,7.33,81.75,0.11,0,1
861,Arabica,Vietnam,,Washed / Wet,7,7.08,7.33,7.5,7.5,7.33,10,10,10,8,81.75,0.12,0,0
862,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10,10,10,7.42,81.75,0.12,0,0
863,Arabica,Brazil,,Natural / Dry,7.17,7.25,7.17,7.25,7.42,8.25,10,10,10,7.25,81.75,0.1,0,0
864,Arabica,Mexico,,Washed / Wet,7.5,7.5,7.33,7.42,7.25,7.25,10,10,10,7.5,81.75,0.13,2,0
865,Arabica,Mexico,,Washed / Wet,7.42,7.5,7.17,7.67,7.33,7.42,10,10,10,7.25,81.75,0.13,0,0
866,Arabica,Mexico,,Washed / Wet,7.42,7.5,7.33,7.58,7.33,7.33,10,10,10,7.25,81.75,0.11,0,0
867,Arabica,Mexico,,Washed / Wet,7.33,7.42,7.33,7.67,7.42,7.25,10,10,10,7.33,81.75,0.12,10,0
868,Arabica,Mexico,,Washed / Wet,7.5,7.42,7.25,7.33,7.67,7.25,10,10,10,7.33,81.75,0.12,0,0
869,Arabica,Colombia,,Washed / Wet,7.33,7.42,7.33,7.33,7.5,7.67,10,10,10,7.17,81.75,0,0,0
870,Arabica,Colombia,,,7.42,7.58,6.92,7.08,7.25,8,10,10,10,7.5,81.75,0.08,0,0
871,Arabica,Brazil,,Natural / Dry,7.42,7.5,7.25,7.5,7.5,7.25,10,10,10,7.25,81.67,0.11,0,0
872,Arabica,Guatemala,,Washed / Wet,7.42,7.42,7.08,7.42,7.33,7.42,10,10,10,7.58,81.67,0.1,0,0
873,Arabica,Guatemala,,Washed / Wet,7.42,7.33,7.17,7.67,7.33,7.42,10,10,10,7.33,81.67,0.12,0,1
874,Arabica,Honduras,,Washed / Wet,7.58,7.5,7.33,7.33,7.42,7.25,10,10,10,7.25,81.67,0.11,0,0
875,Arabica,"Tanzania, United Republic Of",,,7.17,7.33,7.33,7.42,7.5,7.33,10,10,10,7.58,81.67,0,0,0
876,Arabica,Nicaragua,,,7.58,7.5,7.25,7.25,7.5,7.25,10,10,10,7.33,81.67,0.1,0,0
877,Arabica,Colombia,,,7.75,7.75,7.75,7.67,5.25,7.83,10,10,10,7.67,81.67,0,0,1
878,Arabica,Brazil,,Natural / Dry,7.25,7.75,6.92,7.42,7.5,7.58,10,10,10,7.25,81.67,0,0,0
879,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.42,7.33,7.25,7.42,7.5,7.42,10,10,10,7.33,81.67,0.12,0,0
880,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.33,7.33,7.5,7.25,7.42,7.33,10,10,10,7.5,81.67,0.12,0,0
881,Arabica,Brazil,,Washed / Wet,7.25,7.42,7.25,7.5,7.5,7.42,10,10,10,7.33,81.67,0.1,0,0
882,Arabica,Indonesia,,Semi-washed / Semi-pulped,7.17,7.42,7.33,7.42,7.33,7.42,10,10,10,7.58,81.67,0.11,0,0
883,Arabica,Honduras,,Natural / Dry,7.5,7.33,7.5,7.5,7.17,7.17,10,10,10,7.5,81.67,0.1,0,0
884,Arabica,Costa Rica,,Washed / Wet,7.5,7.17,7.17,7.17,7.5,7.08,10,10,10,8.08,81.67,0.11,0,0
885,Arabica,Mexico,,Washed / Wet,7.42,7.42,7.67,8,7.58,7.5,9.33,9.33,10,7.42,81.67,0,0,0
886,Arabica,Taiwan,,7.5,7.5,7.25,7.42,7.25,10,10,10,7.25,81.67,0.11,0,0,Green,0
887,Arabica,Taiwan,,7.42,7.33,7.42,7.33,7.33,10,10,10,7.25,81.67,0.11,0,0,Green,0
888,Arabica,Mexico,,Washed / Wet,7.5,7.42,7.08,7.58,7.33,7.33,10,10,10,7.42,81.67,0.12,0,0
889,Arabica,Guatemala,,Washed / Wet,7.5,7.67,7.33,7.33,7.33,7.33,10,10,10,7.17,81.67,0.11,0,0
890,Arabica,Mexico,,Washed / Wet,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10,10,7.58,81.67,0.13,1,0
891,Arabica,Mexico,,Washed / Wet,7.67,7.25,7.17,7.75,7.5,7.25,10,10,10,7.08,81.67,0.11,0,0
892,Arabica,Mexico,,Washed / Wet,7.5,7.42,7.33,7.42,7.42,7.42,10,10,10,7.17,81.67,0.11,0,0
893,Arabica,Mexico,,Washed / Wet,7.58,7.42,7.25,7.58,7.25,7.17,10,10,10,7.42,81.67,0.11,0,0
894,Arabica,Mexico,,Semi-washed / Semi-pulped,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10,10,7.67,81.67,0.11,0,0
895,Arabica,United States (Hawaii),,Washed / Wet,7.42,7.33,7.33,7.33,7.17,7.83,10,10,10,7.25,81.67,0.1,1,0
896,Arabica,Honduras,,Washed / Wet,7.5,7.42,7.08,7.42,7.5,7.33,10,10,10,7.33,81.58,0.11,0,1
897,Arabica,Guatemala,,Washed / Wet,7.42,7.42,7.08,7.5,7.42,7.33,10,10,10,7.42,81.58,0.12,0,0
898,Arabica,,,7.67,7.33,7.25,10,10,10,7.25,81.58,0.1,0,0,Blue-Green,0,"July 15th, 2017",Specialty Coffee Association
899,Arabica,Costa Rica,,Washed / Wet,7.58,7.42,7.5,7.17,7.08,7.58,10,10,10,7.25,81.58,0.12,0,0
900,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.42,7.42,7.33,7.42,7.42,7.33,10,10,10,7.25,81.58,0.12,0,0
901,Arabica,Malawi,,Washed / Wet,7.42,7.42,7.17,7.58,7.33,7.33,10,10,10,7.33,81.58,0.13,0,0
902,Arabica,,,7.08,8.33,8.25,10,10,9.33,7,81.58,0,0,0,,0,"August 25th, 2015",Specialty Coffee Association
903,Arabica,Brazil,,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.25,10,10,10,7.33,81.58,0.12,0,0
904,Arabica,Guatemala,,Washed / Wet,7.42,7.33,7.17,7.58,7.42,7.5,10,10,10,7.17,81.58,0.12,0,0
905,Arabica,Mexico,,Washed / Wet,7.67,7.5,7.42,7.5,6.75,7.42,10,10,10,7.33,81.58,0.12,0,0
906,Arabica,Mexico,,Natural / Dry,7.33,7.5,7.25,7.5,7.5,7.17,10,10,10,7.33,81.58,0.11,0,0
907,Arabica,Mexico,,Natural / Dry,7.67,7.58,7.42,7.58,7.58,7.42,10,10,8.67,7.67,81.58,0.11,0,0
908,Arabica,Thailand,,,7.08,7.33,7.58,7.58,7.17,7.5,10,10,10,7.33,81.58,0.01,0,0
909,Arabica,Thailand,,,7.33,7.33,7.17,7.5,7.58,7.33,10,10,10,7.33,81.58,0.2,0,0
910,Arabica,Costa Rica,,,7.25,7.17,7.33,7.33,7.5,7.75,10,10,10,7.25,81.58,0,0,0
911,Arabica,Guatemala,,Washed / Wet,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10,10,7.58,81.5,0.1,0,0
912,Arabica,Nicaragua,,Other,7.5,7.42,7.33,7.33,7.25,7.33,10,10,10,7.33,81.5,0.11,0,0
913,Arabica,Honduras,,Washed / Wet,7.5,7.5,7.33,7.42,7.17,7.25,10,10,10,7.33,81.5,0.1,0,0
914,Arabica,Guatemala,,,7.5,7.42,7.25,7.25,7.5,7.25,10,10,10,7.33,81.5,0.12,0,0
915,Arabica,Taiwan,,7.5,7.42,7.33,7.08,7.58,7.25,10,10,10,7.33,81.5,0.12,0,0,Green
916,Arabica,Myanmar,,Washed / Wet,7.25,7.42,7.25,7.5,7.33,7.33,10,10,10,7.42,81.5,0,0,0
917,Arabica,Costa Rica,,Washed / Wet,7.83,7.33,7.08,7.08,7.33,7.5,10,10,10,7.33,81.5,0.12,1,0
918,Arabica,Malawi,,Washed / Wet,7.67,7.42,6.92,7.5,7.5,7.17,10,10,10,7.33,81.5,0.12,0,0
919,Arabica,Guatemala,,Washed / Wet,7.5,7.42,7.17,7.58,7.25,7.42,10,10,10,7.17,81.5,0.12,0,0
920,Arabica,,,7.42,7.33,7.67,7.33,7.42,7.5,10,10,9.33,7.5,81.5,0.11,0,0,Blue-Green
921,Arabica,Brazil,,Semi-washed / Semi-pulped,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,81.5,0,1,0
922,Arabica,Haiti,,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.33,10,10,10,7.33,81.5,0.11,0,0
923,Arabica,Taiwan,,7.25,7.33,7.33,10,10,10,7.42,81.5,0.11,0,0,Green,0,"December 26th, 2014",Blossom Valley International
924,Arabica,Mexico,,Washed / Wet,7.33,7.33,7.17,7.42,7.5,7.5,10,10,10,7.25,81.5,0.13,0,0
925,Arabica,Mexico,,Washed / Wet,7.58,7.42,7.25,7.42,7.33,7.33,10,10,10,7.17,81.5,0.12,0,0
926,Arabica,Mexico,,Washed / Wet,7.42,7.25,7.17,7.42,7.17,8,10,10,10,7.08,81.5,0.12,0,0
927,Arabica,Mexico,,Semi-washed / Semi-pulped,7.33,7.5,7.33,7.33,7.33,7.42,10,10,10,7.25,81.5,0.11,0,0
928,Arabica,Mexico,,Washed / Wet,7.42,7.42,7.33,7.17,7.25,7.42,10,10,10,7.5,81.5,0.13,0,0
929,Arabica,Mexico,,Natural / Dry,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10,10,7.42,81.5,0.11,0,0
930,Arabica,Indonesia,,Washed / Wet,7.75,7.17,7.17,7.33,7.58,7.33,10,10,10,7.17,81.5,0.12,0,0
931,Arabica,Brazil,,Semi-washed / Semi-pulped,7.5,7.42,7.17,7.42,7.5,7.33,10,10,10,7.17,81.5,0.12,0,0
932,Arabica,Guatemala,,Washed / Wet,7.33,7.5,7.33,7.42,7.17,7.33,10,10,10,7.42,81.5,0.11,0,0
933,Arabica,Colombia,,,7.42,7.42,7.17,7.42,7.42,7.33,10,10,10,7.33,81.5,0.06,1,0
934,Arabica,United States (Hawaii),,,7.33,7.33,7.33,7.5,7.5,7.83,9.33,10,10,7.33,81.5,0,0,0
935,Arabica,Mexico,,Washed / Wet,7.58,7.33,7.08,7.33,7.5,7.33,10,10,10,7.25,81.42,0.12,1,5
936,Arabica,Guatemala,,Washed / Wet,7.42,7.33,7.08,7.58,7.33,7.25,10,10,10,7.42,81.42,0.1,0,0
937,Arabica,Brazil,,Natural / Dry,7.33,7.5,7.5,7.33,6.83,7.42,10,10,10,7.5,81.42,0.11,0,0
938,Arabica,Honduras,,Washed / Wet,7.5,7.33,7.17,7.25,7.5,7.42,10,10,10,7.25,81.42,0.12,0,0
939,Arabica,Taiwan,,7.75,7.42,7.17,7.08,7.08,10,10,10,7.08,81.42,0.12,0,0,Green,0
940,Arabica,Malawi,,Washed / Wet,7.58,7.17,7.33,7.42,7.08,7.42,10,10,10,7.42,81.42,0.12,0,0
941,Arabica,Brazil,,Natural / Dry,7.25,7.5,7.42,7.17,7.33,7.33,10,10,10,7.42,81.42,0,0,0
942,Arabica,Guatemala,,Washed / Wet,7.42,7.5,7.17,7.42,7.42,7.42,10,10,10,7.08,81.42,0.1,0,0
943,Arabica,Mexico,,Washed / Wet,7.67,7.33,7.25,7.17,7.25,7.42,10,10,10,7.33,81.42,0,1,0
944,Arabica,Peru,,Washed / Wet,7.42,7.42,7.17,7.33,7.42,7.42,10,10,10,7.25,81.42,0.1,1,0
945,Arabica,Guatemala,,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.5,10,10,10,7.08,81.42,0.12,0,0
946,Arabica,Mexico,,Washed / Wet,7.42,7.33,7.25,7.17,7.25,7.42,10,10,10,7.58,81.42,0.13,1,0
947,Arabica,Mexico,,Washed / Wet,7.42,7.42,7.25,7.25,7.5,7.33,10,10,10,7.25,81.42,0.13,0,0
948,Arabica,Colombia,,Natural / Dry,7.5,7.42,7.25,7.17,7.17,7.75,10,10,10,7.17,81.42,0.11,0,0
949,Arabica,Colombia,,,7.75,7.33,7.42,7,7.33,7.25,10,10,10,7.33,81.42,0.16,0,0
950,Arabica,United States (Hawaii),,,7.83,7,7,7.58,7.58,7.5,10,10,10,6.92,81.42,0.01,0,0
951,Arabica,Colombia,,Washed / Wet,7.5,7.33,7.33,7.17,7.33,7.42,10,10,10,7.25,81.33,0,0,0
952,Arabica,Honduras,,Washed / Wet,7.5,7.5,7,7.17,7.5,7.33,10,10,10,7.33,81.33,0.11,0,2
953,Arabica,Mexico,,,7.67,7.42,7,7.42,7.58,7.08,10,10,10,7.17,81.33,0.12,0,2
954,Arabica,Brazil,,Natural / Dry,7.25,7.33,7.33,7.33,7.33,7.42,10,10,10,7.33,81.33,0.11,0,0
955,Arabica,Honduras,,Washed / Wet,7.58,7.42,7.17,7.42,7.17,7.17,10,10,10,7.42,81.33,0.09,0,0
956,Arabica,Brazil,,Other,7.17,7.33,7.42,7.25,7.42,7.33,10,10,10,7.42,81.33,0.12,0,0
957,Arabica,Philippines,,Washed / Wet,7.08,7.33,7.42,7.33,7.33,7.5,10,10,10,7.33,81.33,0.14,0,0
958,Arabica,Malawi,,Washed / Wet,7.75,7.33,7.08,7.33,7.33,7.25,10,10,10,7.25,81.33,0.13,0,0
959,Arabica,Honduras,,Washed / Wet,7.33,7.33,7.17,7.33,7.5,7.33,10,10,10,7.33,81.33,0.12,0,0
960,Arabica,Mexico,,Washed / Wet,7.58,7.42,7.25,7.33,7.25,7.25,10,10,10,7.25,81.33,0.13,4,0
961,Arabica,Mexico,,Washed / Wet,7.33,7.25,7.17,7.42,7.58,7.33,10,10,10,7.25,81.33,0.12,0,0
962,Arabica,Brazil,,Natural / Dry,7.5,7.58,7.5,7.5,7.75,7.83,9.33,9.33,9.33,7.58,81.33,0.11,0,0
963,Arabica,,,7.75,9.33,10,10,5.25,81.25,0.12,0,0,Green,0,"May 18th, 2017",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
964,Arabica,Brazil,,Natural / Dry,7.17,7.42,7.17,7.08,6.92,8.17,10,10,10,7.33,81.25,0,0,0
965,Arabica,Nicaragua,,Washed / Wet,7.08,7.5,7.33,7.17,7.42,7.25,10,10,10,7.5,81.25,0.1,0,0
966,Arabica,Honduras,,Washed / Wet,7.42,7.17,7.17,7.5,7.33,7.25,10,10,10,7.42,81.25,0.12,0,0
967,Arabica,Guatemala,,Washed / Wet,7.33,7.42,7.17,7.25,7.42,7.33,10,10,10,7.33,81.25,0.09,0,0
968,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.33,7.17,7.17,7.5,7.25,7.42,10,10,10,7.42,81.25,0.13,0,0
969,Arabica,Taiwan,,7.25,7.25,7.25,10,10,10,7.25,81.25,0.11,0,0,Green,0,"December 26th, 2014",Blossom Valley International
970,Arabica,Guatemala,,Washed / Wet,7.5,7.33,7.5,7.58,7,7.25,10,10,10,7.08,81.25,0.11,0,0
971,Arabica,Mexico,,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.42,9.33,10,10,7.5,81.25,0.12,0,0
972,Arabica,Nicaragua,,Washed / Wet,7.33,7.5,7.17,7.17,7.58,7.17,10,10,10,7.25,81.17,0.09,0,0
973,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.67,7.17,7.17,7.33,7.5,7.17,10,10,10,7.17,81.17,0.12,0,0
974,Arabica,Mexico,,Washed / Wet,7.75,7.58,7.08,7.25,7.08,7.25,10,10,10,7.17,81.17,0.12,0,0
975,Arabica,Costa Rica,,Washed / Wet,7.5,7.5,7.33,7.17,7.08,7.17,10,10,10,7.42,81.17,0.11,0,0
976,Arabica,Honduras,,Natural / Dry,7.42,7.33,7,7.42,7.33,7.33,10,10,10,7.33,81.17,0.13,0,0
977,Arabica,Thailand,,Washed / Wet,6.83,7.42,7.42,7.17,7.5,7.42,10,10,10,7.42,81.17,0.12,0,0
978,Arabica,Philippines,,Natural / Dry,7.25,7.25,7.25,7.08,7.58,7.5,10,10,10,7.25,81.17,0,0,0
979,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.58,7.17,7.17,7.33,7.33,7.25,10,10,10,7.33,81.17,0.12,0,0
980,Arabica,Malawi,,Washed / Wet,7.58,7.25,7.33,7.08,7.33,7.33,10,10,10,7.25,81.17,0.12,0,0
981,Arabica,Costa Rica,,Washed / Wet,7.33,7.08,7.33,7.25,7.33,7.58,10,10,10,7.25,81.17,0.11,0,0
982,Arabica,Brazil,,Natural / Dry,7.42,7.42,7.17,7.42,7.33,7.25,10,10,10,7.17,81.17,0.11,0,0
983,Arabica,Mexico,,Natural / Dry,7.42,7.25,7.08,7.75,7.42,7.17,10,10,10,7.08,81.17,0.13,3,0
984,Arabica,Guatemala,,Washed / Wet,7.42,7.25,7.33,7.25,7.25,7.42,10,10,10,7.25,81.17,0.12,0,0
985,Arabica,Brazil,,Natural / Dry,7.42,7.33,7.25,7.42,7.5,7.17,10,10,10,7.08,81.17,0.12,0,0
986,Arabica,United States (Hawaii),,,7.25,7.75,7.67,7.67,7.42,7.67,8.67,9.33,10,7.75,81.17,0.04,3,0
987,Arabica,Ethiopia,,Natural / Dry,7.42,7.33,7.17,7.33,7.42,7.17,10,10,10,7.25,81.08,0.11,0,0
988,Arabica,Brazil,,Natural / Dry,7.58,7.42,7.5,7.25,7.75,7.58,9.33,10,9.33,7.33,81.08,0.11,5,0
989,Arabica,Nicaragua,,Washed / Wet,7.33,7.33,7.33,7.42,7.33,7.33,10,10,10,7,81.08,0.11,0,0
990,Arabica,United States,,Natural / Dry,7.42,7.17,7.33,7.42,7.25,7.33,10,10,10,7.17,81.08,0,0,0
991,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.42,7.33,7.33,7.25,7.25,7.33,10,10,10,7.17,81.08,0.13,0,0
992,Arabica,Costa Rica,,Washed / Wet,7.42,7.25,7.17,7.25,7.25,7.58,10,10,10,7.17,81.08,0.13,0,0
993,Arabica,United States (Puerto Rico),,Washed / Wet,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10,10,8.5,81.08,0,0,0
994,Arabica,Mexico,,Washed / Wet,7.25,7.42,7.33,7.33,7.17,7.33,10,10,10,7.25,81.08,0.13,5,0
995,Arabica,Mexico,,Washed / Wet,7.33,7.25,7.33,7.42,7.25,7.42,10,10,10,7.08,81.08,0.12,0,0
996,Arabica,Mexico,,Washed / Wet,7.33,7.33,7.25,7.42,7.25,7.25,10,10,10,7.25,81.08,0.11,0,0
997,Arabica,Mexico,,Washed / Wet,7.42,7.33,7.25,7.42,7.17,7.25,10,10,10,7.25,81.08,0.1,0,0
998,Arabica,United States (Hawaii),,Washed / Wet,7.42,7.42,7.25,7.58,6.92,7.17,10,10,10,7.33,81.08,0.06,0,0
999,Arabica,Brazil,,Pulped natural / honey,7.25,7.25,7.17,7.5,7.33,7.17,10,10,10,7.33,81,0.11,0,6
1000,Arabica,El Salvador,,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.58,10,10,10,7.25,81,0,0,2
1001,Arabica,Brazil,,Pulped natural / honey,7.33,7.17,7.17,7.67,7.33,7.17,10,10,10,7.17,81,0.11,0,2
1002,Arabica,Guatemala,,Washed / Wet,7.42,7.25,7.17,7.5,7.25,7.17,10,10,10,7.25,81,0.09,0,0
1003,Arabica,Colombia,,Washed / Wet,7.67,7.5,7.42,5.25,7.67,7.75,10,10,10,7.75,81,0,0,4
1004,Arabica,Guatemala,,Washed / Wet,7.5,7.25,7,7.25,7.5,7.25,10,10,10,7.25,81,0.11,0,0
1005,Arabica,,,7.33,10,10,10,7.33,81,0.12,0,0,Bluish-Green,0,"May 5th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1006,Arabica,Honduras,,Natural / Dry,7.42,7.25,7.25,7.33,7.25,7.17,10,10,10,7.33,81,0.12,0,0
1007,Arabica,Brazil,,Natural / Dry,7.67,7.75,7.83,7.75,7.83,7.75,10,6.67,10,7.75,81,0.12,0,0
1008,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.33,7.33,7.08,7.42,7.17,7.33,10,10,10,7.33,81,0.12,0,0
1009,Arabica,Uganda,,Natural / Dry,7.33,6.92,7.17,7.33,7.42,7.42,10,10,10,7.42,81,0.12,0,0
1010,Arabica,Taiwan,,Semi-washed / Semi-pulped,7.5,6.92,7.33,7.33,7.33,7.33,10,10,10,7.25,81,0.11,0,0
1011,Arabica,Thailand,,Washed / Wet,7.33,7.42,7.25,7.42,7.25,7.17,10,10,10,7.17,81,0,0,0
1012,Arabica,Mexico,,Washed / Wet,7.08,7.33,7.33,7.33,7.42,7.25,10,10,10,7.25,81,0.12,0,0
1013,Arabica,Mexico,,Washed / Wet,7.58,7.67,7.5,7.67,7.58,7.5,8,10,10,7.5,81,0,0,0
1014,Arabica,Taiwan,,7.17,7.25,7.33,7.33,7.25,10,10,10,7.25,80.92,0,0,0,Blue-Green,0
1015,Arabica,Guatemala,,Washed / Wet,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,80.92,0.1,0,0
1016,Arabica,Kenya,,Washed / Wet,7.17,7.58,7.5,7.5,8,7.75,10,10,10,5.42,80.92,0.11,0,0
1017,Arabica,Mexico,,Washed / Wet,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10,10,7.33,80.92,0.11,0,0
1018,Arabica,Myanmar,,Other,7.17,7.42,7,7.58,7.33,7,10,10,10,7.42,80.92,0,0,0
1019,Arabica,United States (Hawaii),,Natural / Dry,7.42,7.08,7.17,7.17,7.58,7.25,10,10,10,7.25,80.92,0.1,2,0
1020,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.33,7.17,7.17,7.25,7.42,7.33,10,10,10,7.25,80.92,0.12,0,0
1021,Arabica,Brazil,,Natural / Dry,7.25,7.33,7.25,7.25,7.25,7.33,10,10,10,7.25,80.92,0.12,0,0
1022,Arabica,Taiwan,,7.08,7.08,7.08,10,10,10,6.75,80.92,0.09,0,0,Green,0,"November 23rd, 2015",Blossom Valley International
1023,Arabica,Brazil,,Natural / Dry,7.17,7.42,7.17,7.25,7.25,7.33,10,10,10,7.33,80.92,0.1,0,0
1024,Arabica,Nicaragua,,Washed / Wet,7.33,7.08,7.25,7,7.5,7.42,10,10,10,7.33,80.92,0.1,1,0
1025,Arabica,Guatemala,,Washed / Wet,7.58,7.42,6.92,7.5,7.25,7.17,10,10,10,7.08,80.92,0.12,2,0
1026,Arabica,Taiwan,,7.25,7.25,7.25,10,10,10,7.25,80.92,0.11,0,0,,0,"December 26th, 2014",Blossom Valley International
1027,Arabica,Taiwan,,7.08,7.08,8.08,10,10,10,7.17,80.92,0.11,0,0,Green,0,"December 26th, 2014",Blossom Valley International
1028,Arabica,Taiwan,,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,80.92,0.11,0,0,Green,0
1029,Arabica,Mexico,,Washed / Wet,7.58,7.33,7.08,7.5,7.17,7.25,10,10,10,7,80.92,0.13,0,0
1030,Arabica,Thailand,,,7.67,7.58,7.33,7.33,7.17,7,10,10,10,6.83,80.92,0,0,0
1031,Arabica,Laos,,Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,10,10,10,7.33,80.83,0,0,0
1032,Arabica,Guatemala,,Washed / Wet,7.67,7.25,7.08,7.33,7.17,7.25,10,10,10,7.08,80.83,0.11,0,0
1033,Arabica,Mexico,,Semi-washed / Semi-pulped,7.17,7.08,7.25,7.42,7.25,7.33,10,10,10,7.33,80.83,0.13,0,0
1034,Arabica,Mexico,,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10,10,10,7.17,80.83,0.11,0,0
1035,Arabica,Mexico,,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10,10,10,7.25,80.83,0.13,0,0
